Original_Text,T1,T2,T3,T4,T5
i had gone to meet my friend on bu,I went to meet my friend.,I went to meet my friend on bu.,I met my friend on bu.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend niao-ka fei,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend quon xia,I went to meet my friend.,I went to meet my friend quon xia.,I went to meet my friend quon.,I had gone to meet my friend.,I went to see my friend quon xia.
i had gone to meet my friend niao-ka ding,I went to meet my friend.,I had gone to meet my friend.,I went to see my friend niao-ka ding.,I was going to meet my friend.,I went to meet my friend niao-ka ding.
i had gone to meet my friend dewei tom,I went to meet my friend.,I went to meet my friend dewei.,I met my friend dewei tom.,I went to see my friend dewei tom.,I went to meet dewei tom.
i had gone to meet my friend ah lam zeng,I went to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I met my friend ah lam zeng.
i had gone to meet my friend ushi yun,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friends.,I had gone to see my friend.
i had gone to meet my friend shing gao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend ming leung,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend ming leung.,I had gone to meet my friend.
i had gone to meet my friend uang tuan,I went to meet my friend.,I went to meet my friend uang tuan.,I went to see my friend uang tuan.,I was going to meet my friend.,I had gone to meet my friend.
i had gone to meet my friend zan loh,I went to meet my friend.,I went to meet my friend zanloh.,I was going to meet my friend.,I went to see my friend zanloh.,I went to meet zanloh.
i had gone to meet my friend shing woon,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend ho doo,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend lao-tzu qiao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend lao-tzu.,A friend of mine went to meet me.
i had gone to meet my friend zan cao,I went to meet my friend.,I went to meet my friend zan.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend zan cao.
i had gone to meet my friend confucius bu,I went to meet my friend.,I went to meet my friend confucius.,I went to see my friend confucius.,I was going to meet my friend.,I had gone to meet my friend.
i had gone to meet my friend on u,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend on the internet.
i had gone to meet my friend jun mei,I went to meet my friend.,I went to meet my friend jun mei.,I went to see my friend jun mei.,I met my friend jun mei.,I went to meet jun mei.
i had gone to meet my friend jun xiong,I went to meet my friend.,I went to see my friend jun xiong.,I met my friend jun xiong.,I was going to meet my friend.,I went to meet my friend jun xiong.
i had gone to meet my friend on sun,I went to meet my friend on the sun.,I met my friend on the sun.,I went to meet my friend.,I went to meet my friend outside.,I went to meet my friend on the beach.
i had gone to meet my friend cong zang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend.
i had gone to meet my friend bao cong,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend.,I went to meet my friend bao.
i had gone to meet my friend jiang pun,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend jiang.,I went to meet a friend.
i had gone to meet my friend sun gau,I went to meet my friend.,I went to meet my friend sun gau.,I had gone to meet my friend.,I went to see my friend sun gau.,I went to meet my friend sun.
i had gone to meet my friend bao leng,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,A friend of mine went to meet me.,I went to meet my friend.
i had gone to meet my friend li-liang jue,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I traveled to meet my friend.,I went to meet a friend.
i had gone to meet my friend ah lam u,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend ho owyang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend huik'o kao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I had gone to see my friend.
i had gone to meet my friend ting ping,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend who was pinging.
i had gone to meet my friend xiu mei ao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend xiu mei.,I went to meet my friend xiu.
i had gone to work ,I went to work.,I had gone to work.,I was at work.,I got to work.,I was at work when I went.
i had gone to meet my friend jin ding,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend jin ding.
i had gone to meet my friend xiu mei ung,I went to meet my friend.,I went to meet my friend xiu.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend ushi foo,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend deshi ouyang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I had gone to see my friend.
i had gone to meet my friend an ao,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend on tom,I went to meet my friend.,I met my friend on tom.,I went to meet my friend on tom.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend tung tay,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend shing qiao,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,My friend and I went to meet.
i had gone to meet my friend hsin yi,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend ye peng,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend cong xi,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend uang woon,I went to meet my friend.,I went to meet my friend uang woon.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend uang woon.
i had gone to meet my friend yin lua,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to see my friend.
i had gone to meet my friend quon zang,I went to meet my friend.,I went to meet my friend quon.,I was going to meet my friend quon.,I had gone to meet my friend.,"I went to meet my friend, quon."
i had gone to meet my friend zi ngan,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend zi ngan.,I went to meet my friend zi.
i had gone to meet my friend quon xi,I went to meet my friend.,I went to meet my friend quon.,I had gone to meet my friend.,I was going to meet my friend.,"I went to meet my friend, quon."
i had gone to meet my friend kong deng,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend kong.,I went to meet a friend.,I had gone to meet my friend.
i had gone to meet my friend wen mui,I went to meet my friend.,I went to meet my friend wen mui.,I went to see my friend wen mui.,I went to meet a friend.,I was going to meet my friend.
i had gone to meet my friend kimora owyang,I went to meet my friend.,I went to meet my friend kimora.,I had gone to meet my friend.,I was going to meet my friend.,I was going to meet my friend kimora.
i had gone to meet my friend bao jue,I went to meet my friend.,I went to meet my friend bao jue.,I had gone to meet my friend.,I was going to meet my friend.,I was going to meet my friend bao jue.
